name,maj_axis,min_axis,mag,cat_num,in_maj,in_min
MCG+02-32-176, 22.00,  4.00,   14.7,NGC 4607,0,0
MCG+02-33-014,  2.50,  2.00,   15.5,IC  815A,0,0
MCG+02-33-015,  0.00,  0.00,   15.5,IC  815B,4,4
MCG+02-04-028,  0.00,  0.00,   15.0,,2,2
MCG+02-36-036,  0.00,  0.00,   14.2,NGC 5456,3.8,3
MCG+02-37-018,  2.00,  2.00,   16.0,,1.5,1.5
MCG+02-37-017, 10.00,  4.00,   15.3,NGC 5647,4,2
MCG+02-05-014,  6.00,  4.00,   14.5,,4,2.5
MCG+02-25-015, 10.00,  8.00,   13.9,NGC 2958,4,4
MCG+02-32-116,  6.00,  5.00,   15.4,IC 3461,2,0
MCG+02-59-029, 18.00,  4.00,   14.5,NGC 7641,5,1.5
MCG+02-24-003, 12.00,  4.00,   14.3,IC  530,6,2
MCG+02-33-018,  4.00,  2.00,   15.7,,0,0
MCG+02-33-017,  8.00,  5.00,   15.7,,4,3
MCG+02-26-023,  6.00,  6.00,   15.2,,3,1.8
MCG+02-32-174, 20.00, 10.00,   12.7,NGC 4606,10,4
MCG+02-57-010, 10.00,  6.00,   13.5,NGC 7348,3.6,2.5
MCG+02-26-029,  8.00,  6.00,   15.2,,4,4
MCG+02-38-033,  8.00,  3.00,   15.0,,3,2.5
MCG+02-37-016, 12.00, 12.00,   14.1,NGC 5644,0,0
MCG+02-30-044,  6.00,  2.00,   15.7,,2,1.5
MCG+02-05-006,  6.00,  4.00,   14.5,,0,0
MCG+02-40-018, 18.00, 14.00,   14.1,NGC 6007,6.5,2.5
MCG+02-06-019, 12.00, 12.00,   15.0,,0.8,0.8
MCG+02-30-045, 26.00, 20.00,   13.3,NGC 3968,5.5,3.5
MCG+02-59-033, 16.00,  6.00,   14.0,NGC 7643,7.5,3
MCG+02-36-004,  6.00,  4.00,   15.2,,0,0
MCG+02-43-005,  4.00,  4.00,   15.7,,1.5,1.5
MCG+02-43-004,  8.00,  3.00,   15.7,,3,1
MCG+02-08-033, 10.00,  4.00,   15.5,,3,1.6
MCG+02-03-008,  6.00,  4.00,   14.5,,0,0
MCG+02-31-010,  4.00,  4.00,   15.2,,0,0
MCG+02-31-002,  1.00,  1.00,   15.5,,0,0
MCG+02-31-001,  4.00,  3.00,   15.4,NGC 3973,2,1.6
MCG+02-31-064, 10.00,  6.00,   14.9,IC 3063,2.5,2.5
MCG+02-36-002,  8.00,  3.00,   14.9,,5,2
MCG+02-29-008, 14.00,  8.00,   13.7,NGC 3559,10,4
MCG+02-36-003,  8.00,  8.00,   14.0,IC  962,3.8,3.6
MCG+02-04-049,  8.00,  4.00,   15.0,,2.5,2
MCG+02-59-003, 20.00, 18.00,   13.0,NGC 7495,1.8,1.6
MCG+02-32-191,  8.00,  8.00,   14.9,NGC 4641,2.5,2.5
MCG+02-01-024, 12.00,  4.00,   15.0,,4.5,3
MCG+02-27-016,  7.00,  4.00,   15.4,,0,0
MCG+02-58-016,  6.00,  4.00,   15.0,,2.5,2.5
MCG+02-58-027,  4.00,  3.00,   16.5,,0,0
MCG+02-58-026,  6.00,  4.00,   15.0,,3.8,1.8
MCG+02-40-004, 35.00, 30.00,   13.3,NGC 5957,6,4
MCG+02-31-091,  5.00,  5.00,   15.5,IC 3147,2,2
MCG+02-31-092,  0.00,  0.00,   15.5,IC 3147,2.5,1.5
MCG+02-59-026, 10.00,  8.00,   15.0,,1.8,1.5
MCG+02-27-024,  6.00,  4.00,   15.0,,2,2
MCG+02-60-016, 20.00,  6.00,   13.0,,12,4
MCG+02-28-052, 18.00,  3.00,   14.6,,8,2
MCG+02-58-055,  5.00,  3.00,   15.5,,0,0
MCG+02-40-008,  5.00,  4.00,   14.8,IC 1131,0,0
MCG+02-05-005,  8.00,  6.00,   15.0,,3,2
MCG+02-41-001, 12.00, 10.00,   14.1,IC 1149,0,0
MCG+02-08-048,  6.00,  6.00,   15.0,,2,1.6
MCG+02-33-029, 50.00, 23.00,   13.3,NGC 4746,0,0
MCG+02-46-009, 20.00, 14.00,   15.4,,3,1
MCG+02-33-053,  0.00,  0.00,   15.5,,3,3
MCG+02-05-031, 12.00,  4.00,   14.5,,5,2
MCG+02-03-006,  8.00,  6.00,   16.0,,0.5,0.5
MCG+02-31-042,  6.00,  5.00,   14.6,IC  767,3,1
MCG+02-32-070,  0.00,  0.00,   15.1,IC  794,3,2.5
MCG+02-03-013,  6.00,  5.00,   15.0,,0,0
MCG+02-03-015,  8.00,  8.00,   15.0,NGC  305,6,2
MCG+02-08-022,  8.00,  3.00,   15.0,,3,2
MCG+02-31-047, 28.00, 18.00,   14.1,IC  769,6,5
MCG+02-27-035,  3.00,  1.50,   15.4,,0,0
MCG+02-27-036,  4.00,  2.00,   15.4,,0,0
MCG+02-30-005,  0.00,  0.00,   13.1,NGC 3773,3.5,3.5
MCG+02-05-015, 10.00,  4.00,   14.5,,7,3
MCG+02-38-002, 10.00, 10.00,   14.4,IC 4493,7,5
MCG+02-31-044, 15.00,  7.00,   14.8,IC  768,0,0
MCG+02-07-009, 12.00, 12.00,   13.5,NGC  927,6,4
MCG+02-28-041,  0.00,  0.00,   14.1,NGC 3491,3,3
MCG+02-54-027,  6.00,  2.50,   14.5,NGC 7068,0,0
MCG+02-31-057,  0.00,  0.00,   14.1,NGC 4200,3.6,2
MCG+02-32-115, 10.00,  7.00,   15.5,IC 3459,0,0
MCG+02-59-047,  8.00,  2.00,   15.0,,4,1.5
MCG+02-52-025,  8.00,  8.00,   14.5,,3.6,3.6
MCG+02-46-002, 20.00,  8.00,   13.8,,6,2.5
MCG+02-40-006, 32.00, 20.00,   12.2,NGC 5970,10,7.6
MCG+02-08-035, 12.00,  5.00,   15.0,,5,1.8
MCG+02-30-031,  6.00,  6.00,   15.7,,0,0
MCG+02-32-024, 17.00, 11.00,   13.5,NGC 4351,6,3
MCG+02-04-055,  6.00,  3.00,   15.0,,1.8,1.8
MCG+02-40-007,  6.00,  3.00,   16.0,,2,1
MCG+02-55-003, 12.00,  2.00,   15.0,,5,2
MCG+02-32-147, 20.00,  6.00,   12.5,NGC 4550,9,4
MCG+02-28-037, 10.00,  4.00,   15.1,,0,0
MCG+02-32-130,  6.00,  5.00,   15.2,IC 3489,2.5,2
MCG+02-33-031,  0.00,  0.00,   15.6,,6,4
MCG+02-46-001,  8.00,  6.00,   14.4,,4,3
MCG+02-05-017,  8.00,  3.00,   15.0,,0,0
MCG+02-32-038, 18.00,  2.00,   15.0,IC 3311,0,0
MCG+02-32-148,  0.00,  0.00,   13.1,NGC 4551,6,4
MCG+02-02-021, 18.00,  2.00,   15.0,IC   31,2,1.8
MCG+02-19-001, 12.00,  6.00,   14.1,NGC 2350,6,2.5
MCG+02-24-012,  7.00,  1.50,   15.6,,0,0
MCG+02-26-025,  6.00,  4.00,   14.0,IC  591,0,0
MCG+02-32-110,  5.00,  3.50,   11.2,,0,0
MCG+02-24-013,  8.00,  6.00,   14.7,,1.5,1.5
MCG+02-24-014,  8.00,  6.00,   14.7,,1.5,1.5
MCG+02-28-017,  8.00,  6.00,   14.9,IC  648,1.5,1.5
MCG+02-25-020, 10.00,  3.00,   14.4,IC  555,4,3
MCG+02-27-039, 12.00, 12.00,   14.6,,4,4
MCG+02-32-062,  0.00,  0.00,   14.5,NGC 4431,6,3
MCG+02-32-067, 16.00, 14.00,   13.0,NGC 4440,8,5
MCG+02-59-039,  6.00,  3.00,   15.0,,2,1.5
MCG+02-32-190, 10.00,  4.00,   15.2,NGC 4640,3,2
MCG+02-03-012,  8.00,  6.00,   15.0,,0,0
MCG+02-26-027, 80.00, 60.00,   11.3,,0,0
MCG+02-31-048, 10.00,  3.00,   15.2,IC 3039,0,0
MCG+02-31-039, 10.00,  4.00,   15.1,IC 3024,0,0
MCG+02-31-093,  5.00,  4.00,   15.6,IC 3149,1.5,1
MCG+02-32-066, 12.00,  7.00,   14.8,NGC 4436,6,3
MCG+02-29-013, 15.00,  6.00,   13.6,IC  677,7.8,3.5
MCG+02-58-060, 40.00, 33.00,   11.0,NGC 7479,23,7
MCG+02-56-001, 10.00,  5.00,   15.0,,3.5,1.5
MCG+02-32-112,  0.00,  0.00,   15.6,IC 3443,2,0
MCG+02-32-099,  0.00,  0.00,   12.2,NGC 4478,8,6
MCG+02-01-029, 20.00, 12.00,   14.0,,0,0
MCG+02-41-011,  6.00,  3.00,   14.9,IC 1198,0,0
MCG+02-32-096,  0.00,  0.00,   13.3,NGC 4476,6,3
MCG+02-33-008, 30.00, 10.00,   14.7,IC 3718,10,4
MCG+02-55-007,  7.00,  2.00,   16.0,,0,0
MCG+02-04-016,  4.00,  4.00,   16.0,,0.8,0.8
MCG+02-04-015,  6.00,  6.00,   15.0,,1,1
MCG+02-41-003,  8.00,  3.00,   14.7,,4,2
MCG+02-26-031,  8.00,  2.00,   14.8,,0,0
MCG+02-09-001, 10.00,  8.00,   15.0,,2,1.6
MCG+02-25-023,  7.00,  3.00,   14.6,,4,2
MCG+02-32-158, 10.00,  3.00,   18.0,,0,0
MCG+02-36-012,  4.00,  3.00,   15.6,,0,0
MCG+02-52-005,  6.00,  6.00,   17.0,,1,1
MCG+02-31-080, 14.00,  4.00,   15.0,IC 3105,4,1.6
MCG+02-32-105, 60.00, 50.00,   10.4,NGC 4486,23,23
MCG+02-59-045,  8.00,  6.00,   14.5,NGC 7672,3.8,3
MCG+02-04-030, 18.00,  8.00,   14.5,,0,0
MCG+02-18-001, 10.00,  4.00,   16.0,,2,1.8
MCG+02-05-030, 14.00, 10.00,   14.0,,8,4
MCG+02-40-014,  6.00,  6.00,   14.5,IC 1141,0,0
MCG+02-55-019,  4.00,  4.00,   16.0,,2,1.8
MCG+02-54-024,  7.00,  2.50,   15.0,,0,0
MCG+02-05-018,  8.00,  4.00,   15.0,,3.5,2
MCG+02-55-020,  6.00,  1.50,   15.5,,3,1
MCG+02-23-011,  8.00,  5.00,   15.1,,4,3
MCG+02-07-008,  6.00,  6.00,   15.0,,1,0.5
MCG+02-47-002, 12.00, 12.00,   15.0,,4,2.5
MCG+02-04-022,  6.00,  4.00,   15.0,,3,2
MCG+02-04-021, 14.00,  8.00,   15.0,,5,3
MCG+02-25-049,  0.00,  0.00,   15.0,,2,2
MCG+02-53-002,  6.00,  4.50,   14.5,,4.5,3.5
MCG+02-24-002,  8.00,  4.00,   13.8,,5,3
MCG+02-52-004, 18.00,  6.00,   15.0,,4,1.8
MCG+02-31-079, 20.00,  3.00,   15.1,IC 3099,0,0
MCG+02-59-044,  0.00,  0.00,   14.0,NGC 7671,6,3.5
MCG+02-38-014, 13.00, 11.00,   14.3,NGC 5762,5,4
MCG+02-06-056,  0.00,  0.00,   14.5,IC 1791,4,4
MCG+02-27-040, 11.00,  4.00,   15.6,,8,1.5
MCG+02-32-021, 13.00, 11.00,   14.3,IC 3258,4,2
MCG+02-05-046, 10.00,  3.00,   14.0,,0,0
MCG+02-28-046, 10.00,  8.00,   14.6,,4,2
MCG+02-33-047,  0.00,  0.00,   13.3,NGC 4880,21,17
MCG+02-39-012,  6.00,  6.00,   15.2,IC 1113,4,4
MCG+02-54-001,  8.00,  4.00,   14.5,IC 1359,0,0
MCG+02-23-015,  8.00,  6.00,   15.1,,3,1
MCG+02-27-023,  8.00,  4.00,   14.9,,3,2
MCG+02-40-013, 12.00, 12.00,   15.7,,4.5,2
MCG+02-55-010, 12.00,  4.00,   14.5,,4,2
MCG+02-53-003, 10.00,  7.00,   14.5,,2.5,2
MCG+02-36-056, 10.00,  6.00,   14.4,,4,3.6
MCG+02-55-014, 12.00,  5.00,   14.5,NGC 7138,5.5,3
MCG+02-28-015,  9.00,  7.00,   15.1,,4,3
MCG+02-32-101,  3.00,  0.00,   15.0,,0,0
MCG+02-06-055, 10.00,  2.00,   15.0,IC 1790,4,1.8
MCG+02-53-001, 22.00, 22.00,   12.0,NGC 6956,8,5
MCG+02-31-061,  0.00,  0.00,   15.1,IC 3060,2.5,2
MCG+02-30-001,  0.00,  0.00,   14.3,NGC 3731,4,3
MCG+02-32-157,  6.00,  5.00,   15.3,IC 3586,2.5,2
MCG+02-05-050,  4.00,  4.00,   15.5,,4,2
MCG+02-55-021,  6.00,  6.00,   15.5,,2.5,2.5
MCG+02-28-013, 26.00, 12.00,   12.0,NGC 3389,0,0
MCG+02-21-016, 10.00, 10.00,   14.9,IC 2226,2,2
MCG+02-09-008,  1.00,  1.00,   15.0,,0,0
MCG+02-09-007,  8.00,  8.00,   14.5,,2,2
MCG+02-60-002, 12.00,  4.00,   14.5,,3.8,1.8
MCG+02-58-025,  8.00,  5.00,   15.0,,2.5,2
MCG+02-34-006,  6.00,  6.00,   14.6,NGC 5058,4,3
MCG+02-32-149,  0.00,  0.00,   11.1,NGC 4552,11,11
MCG+02-55-009,  0.00,  0.00,   14.0,NGC 7112,3.5,3.5
MCG+02-27-007,  0.00,  0.00,   14.9,NGC 3230,8,5
MCG+02-27-002, 13.00, 11.00,   15.3,,5,3
MCG+02-32-045,  3.00,  0.00,   17.0,,0,0
MCG+02-52-003, 10.00,  2.00,   15.5,,6,1.5
MCG+02-05-052, 12.00,  6.00,   15.5,,6,1
MCG+02-05-009, 26.00, 14.00,   13.0,NGC  658,8,6
MCG+02-28-011, 46.00, 40.00,    9.6,NGC 3379,16,13
MCG+02-30-009,  4.00,  3.00,   15.0,,0,0
MCG+02-05-002,  8.00,  5.00,   14.0,IC 1715,4,2
MCG+02-32-185, 12.00,  3.00,   14.7,IC  810,4,2.5
MCG+02-36-042,  8.00,  2.00,   14.8,,0,0
MCG+02-34-003, 30.00, 26.00,   13.4,NGC 5020,3,2.5
MCG+02-32-049, 20.00, 10.00,   13.6,NGC 4413,6,3
MCG+02-38-006, 11.00,  6.00,   15.0,,3,3
MCG+02-01-005,  8.00,  8.00,   16.0,,0,0
MCG+02-24-015,  8.00,  5.00,   15.1,,2,1.5
MCG+02-54-010, 10.00, 10.00,   14.5,,3.5,1.5
MCG+02-02-022,  6.00,  4.00,   15.0,,1.5,1.5
MCG+02-56-008,  8.00,  6.00,   14.5,NGC 7194,4,3
MCG+02-33-027, 15.00,  2.50,   15.3,,0,0
MCG+02-23-004, 12.00, 12.00,   13.9,NGC 2661,0,0
MCG+02-28-012,  0.00,  0.00,   10.0,NGC 3384,16,11
MCG+02-08-026,  8.00,  8.00,   15.0,,3.8,1.5
MCG+02-27-032, 14.00,  5.00,   13.7,NGC 3306,8,4
MCG+02-38-036, 10.00,  6.00,   14.5,NGC 5837,0,0
MCG+02-55-018,  6.00,  5.00,   15.5,,2,1.5
MCG+02-59-008, 15.00, 15.00,   13.0,NGC 7515,9,8
MCG+02-32-114, 12.00,  8.00,   15.4,IC 3457,0,0
MCG+02-32-041, 50.00, 13.00,   12.2,NGC 4388,20,6
MCG+02-02-015,  6.00,  4.00,   15.5,,2.5,2
MCG+02-56-009,  4.00,  3.00,   15.0,NGC 7195,2.5,2
MCG+02-52-001,  6.00,  6.00,   16.0,,1.5,0.6
MCG+02-41-002,  6.00,  4.00,   14.8,,3,2.5
MCG+02-18-004,  6.00,  6.00,   14.5,,3.5,2
MCG+02-07-021,  3.00,  3.00,   17.0,,1.8,1.8
MCG+02-18-003,  4.00,  4.00,   14.5,,0,0
MCG+02-07-022, 12.00,  3.00,   16.0,,6,2
MCG+02-26-032, 20.00,  8.00,   13.6,NGC 3153,8,3
MCG+02-31-012,  5.00,  5.00,   15.4,,0,0
MCG+02-39-027,  2.00,  2.00,   16.0,,0,0
MCG+02-06-010, 14.00,  2.00,   14.0,NGC  781,8,2
MCG+02-03-019,  4.00,  4.00,   16.0,,2,2
MCG+02-44-003, 10.00,  6.00,   14.2,IC 1255,6,3
MCG+02-30-041,  8.00,  2.00,   15.3,,0,0
MCG+02-31-074,  5.00,  3.00,   15.6,IC 3081,0,0
MCG+02-31-073,  5.00,  5.00,   15.2,IC 3078,2.5,2.5
MCG+02-39-026,  8.00,  8.00,   14.8,NGC 5926,4,3
MCG+02-38-042,  8.00,  8.00,   14.9,,4,3
MCG+02-27-029, 18.00, 15.00,   14.1,NGC 3299,5,5
MCG+02-27-021, 12.00, 12.00,   14.4,NGC 3253,3,2
MCG+02-05-054, 16.00,  6.00,   13.0,IC 1743,0,0
MCG+02-05-044, 10.00,  4.00,   14.5,,0,0
MCG+02-25-040, 12.00,  7.00,   13.7,NGC 3016,6,3.6
MCG+02-58-044, 10.00,  5.00,   15.0,,2.5,1.6
MCG+02-34-005, 12.00,  2.00,   14.7,,4.5,2
MCG+02-30-037,  4.00,  4.00,   15.3,,2,2
MCG+02-34-017,  8.00,  8.00,   14.7,NGC 5167,0,0
MCG+02-36-034, 14.00,  6.00,   15.2,,2.5,1.5
MCG+02-35-016,  7.00,  3.00,   15.1,,4,2
MCG+02-58-053, 14.00,  3.00,   16.0,,4,2
MCG+02-30-039,  0.00,  0.00,   14.7,IC  736,4,3
MCG+02-30-040,  6.00,  4.00,   15.3,IC  737,0,0
MCG+02-32-035,  0.00,  0.00,   15.1,IC 3303,3,2
MCG+02-38-038,  3.50,  2.00,   15.2,,0,0
MCG+02-36-035,  3.00,  2.00,   15.3,,0,0
MCG+02-04-012,  9.00,  6.00,   16.0,,1,0.5
MCG+02-24-011,  6.00,  5.00,   13.9,,2,2
MCG+02-25-044,  7.00,  4.00,   15.0,NGC 3019,3.8,2
MCG+02-31-003,  1.00,  1.00,   15.5,,0,0
MCG+02-32-013, 18.00, 10.00,   13.8,NGC 4305,3,2.5
MCG+02-32-059, 26.00,  7.00,   13.3,NGC 4425,10,4
MCG+02-38-039,  3.50,  2.00,   15.2,,0,0
MCG+02-58-037, 18.00,  2.00,   15.5,,1.8,1.8
MCG+02-40-015,  9.00,  4.00,   15.1,,5,2
MCG+02-03-020,  8.00,  8.00,   14.5,,1,1
MCG+02-42-006, 12.00,  6.00,   15.2,,0,0
MCG+02-32-146,  4.00,  3.00,   14.8,IC 3540,0,0
MCG+02-26-018,  4.00,  4.00,   14.6,,2.5,2
MCG+02-29-006,  8.00,  6.00,   14.2,,4,3.6
MCG+02-25-046, 20.00,  3.00,   13.7,NGC 3024,11,2
MCG+02-58-049, 10.00,  3.00,   14.5,,3,2
MCG+02-27-031, 10.00,  8.00,   15.2,,0,0
MCG+02-32-123, 15.00, 15.00,   15.4,IC 3475,0,0
MCG+02-58-038,  6.00,  4.00,   16.0,,3,1
MCG+02-58-036, 16.00, 10.00,   14.0,,5,2.5
MCG+02-23-003,  8.00,  2.00,   15.0,,5,1.8
MCG+02-32-014,  0.00,  0.00,   14.4,NGC 4306,3,2.5
MCG+02-36-039,  6.00,  5.00,   14.7,,0,0
MCG+02-23-005,  8.00,  3.00,   15.0,,4,2
MCG+02-28-024,  6.00,  3.00,   15.0,,0,0
MCG+02-59-001, 18.00,  8.00,   15.0,,1,0.7
MCG+02-31-056, 15.00,  5.00,   15.3,,0,0
MCG+02-32-004, 25.00, 25.00,   12.4,NGC 4267,5,4
MCG+02-32-039, 14.00,  7.00,   13.2,NGC 4387,6,4
MCG+02-29-014, 50.00, 23.00,   11.8,NGC 3593,16,10
MCG+02-27-005,  2.50,  2.00,   15.3,,0,0
MCG+02-25-045, 28.00, 14.00,   13.2,NGC 3020,12,5
MCG+02-08-014,  3.00,  2.50,   15.0,,0,0
MCG+02-27-004, 12.00, 10.00,   15.3,,4,3
MCG+02-05-043, 12.00,  3.00,   14.5,,4.5,2
MCG+02-07-016, 12.00,  5.00,   14.5,IC  238,5,3
MCG+02-08-028, 20.00, 18.00,   13.5,IC  267,16,4
MCG+02-55-030,  6.00,  1.50,   15.5,,0,0
MCG+02-38-043,  6.00,  2.00,   15.3,,0,0
MCG+02-32-132,  3.00,  2.50,   15.0,,0,0
MCG+02-32-131,  3.00,  2.50,   15.3,IC 3492,0,0
MCG+02-38-045, 10.00,  5.00,   14.7,NGC 5852,4,3
MCG+02-60-005, 16.00, 12.00,   16.0,,0.7,0.3
MCG+02-60-014, 12.00, 12.00,   15.0,,3,3
MCG+02-36-065, 12.00,  6.00,   14.2,NGC 5550,6,4
MCG+02-08-015,  5.00,  3.00,   15.0,,1.8,1.5
MCG+02-27-025,  8.00,  4.00,   14.8,,0,0
MCG+02-38-044, 10.00,  3.00,   14.9,NGC 5851,0,0
MCG+02-02-008, 13.00,  6.00,   13.5,NGC  105,7,4
MCG+02-32-034,  0.00,  0.00,   10.8,NGC 4374,13,12
MCG+02-37-024, 24.00,  8.00,   14.6,,8,1.6
MCG+02-40-016,  0.00,  0.00,   15.0,,3,2
MCG+02-31-087,  8.00,  6.00,   14.8,IC  775,3,2
MCG+02-32-081,  8.00,  2.50,   15.1,IC 3393,0,0
MCG+02-60-003, 16.00, 12.00,   14.0,,6,4
MCG+02-04-026,  8.00,  8.00,   14.5,,0,0
MCG+02-18-002, 16.00,  8.00,   14.0,IC  454,6,2
MCG+02-31-052, 14.00,  4.00,   15.1,IC 3046,2,1.6
MCG+02-30-004,  0.00,  0.00,   15.0,IC 2945,3,2
MCG+02-04-035, 30.00, 30.00,   12.0,NGC  514,2.5,2.5
MCG+02-39-013A, 10.00,  4.00,   14.9,,3,2
MCG+02-52-019, 10.00,  2.00,   15.0,,5,1.6
MCG+02-59-005,  9.00,  4.00,   16.0,NGC 7508,3.8,1.8
MCG+02-32-182, 13.00, 10.00,   14.0,NGC 4620,4,2.5
MCG+02-25-050,  0.00,  0.00,   14.8,,2.5,2
MCG+02-40-005, 15.00, 15.00,   15.7,,1,1
MCG+02-31-060,  0.00,  0.00,   15.6,,2,1.5
MCG+02-32-046,  0.00,  0.00,   10.9,NGC 4406,15,12
MCG+02-36-007,  8.00,  4.00,   15.2,,6,2.5
MCG+02-36-008,  8.00,  6.00,   15.5,,0,0
MCG+02-01-026, 16.00,  6.00,   14.5,,6,3
MCG+02-01-015, 12.00,  8.00,   14.5,NGC 7810,6,3.5
MCG+02-39-013,  7.00,  4.00,   15.1,,3,3
MCG+02-03-022,  0.00,  0.00,   14.0,,4,3
MCG+02-31-059,  0.00,  0.00,   15.6,,2,1.5
MCG+02-32-169,  7.00,  3.00,   14.5,IC 3631,0,0
MCG+02-26-014,  6.00,  6.00,   14.8,IC  585,2.5,2
MCG+02-06-050,  6.00,  6.00,   15.0,,0,0
MCG+02-31-058,  0.00,  0.00,   15.6,,2,1.5
MCG+02-27-037,  4.00,  4.00,   15.3,,0,0
MCG+02-29-019, 76.00, 33.00,    8.9,NGC 3627,33,19
MCG+02-39-030, 14.00, 14.00,   13.0,NGC 5936,6,4
MCG+02-04-017, 12.00,  2.00,   14.0,,3,2
MCG+02-36-053, 10.00, 10.00,   15.0,,0,0
MCG+02-54-006,  8.00,  8.00,   15.0,,3,3
MCG+02-32-065, 90.00, 20.00,   12.0,NGC 4438,15,8
MCG+02-27-022, 11.00,  4.00,   14.9,,2,1
MCG+02-08-027, 26.00,  8.00,   13.0,NGC 1134,8,6.5
MCG+02-31-066,100, 53.00,   13.8,NGC 4206,12,3
MCG+02-59-028, 18.00,  3.00,   15.0,,4,1.6
MCG+02-29-001,  6.00,  4.00,   14.8,,2.8,2
MCG+02-08-039,  8.00,  8.00,   15.0,,1.5,1
MCG+02-08-025, 10.00, 10.00,   14.5,,4,3.5
MCG+02-31-076,  0.00,  0.00,   15.2,,3,3
MCG+02-54-008,  6.00,  2.00,   13.0,,2,1.5
MCG+02-54-009,  8.00,  4.00,   14.0,,0,0
MCG+02-32-029,  2.50,  0.00,   15.6,,0,0
MCG+02-04-051,  6.00,  6.00,   15.0,,3,2
MCG+02-02-023,  6.00,  6.00,   16.0,,2,1.5
MCG+02-26-015,  8.00,  8.00,   14.5,NGC 3080,3,3
MCG+02-05-042,  0.00,  0.00,   13.5,NGC  677,4,4
MCG+02-05-041,  8.00,  3.00,   14.5,NGC  675,0,0
MCG+02-19-005, 14.00,  4.00,   15.1,,0,0
MCG+02-26-012,  4.00,  3.00,   15.0,,0,0
MCG+02-26-011, 10.00,  1.50,   15.0,,0,0
MCG+02-52-028, 11.00,  2.00,   15.0,,3,1.6
MCG+02-32-064,  0.00,  0.00,   11.9,NGC 4435,11,6
MCG+02-32-141, 20.00, 13.00,   13.3,NGC 4531,6,4
MCG+02-08-003, 12.00, 12.00,   14.5,,4,2
MCG+02-29-021, 12.00,  2.00,   14.9,IC 2763,0,0
MCG+02-22-008, 26.00,  4.00,   14.8,,8,2
MCG+02-02-026,  8.00,  2.00,   16.0,,4,1.5
MCG+02-29-018, 90.00, 20.00,    9.6,NGC 3623,50,12
MCG+02-23-023,  8.00,  2.00,   14.8,,0,0
MCG+02-02-027, 10.00,  4.00,   16.0,,1.5,1
MCG+02-32-162, 10.00,  8.00,   14.2,NGC 4584,0,0
MCG+02-01-013,  4.00,  4.00,   18.0,,0,0
MCG+02-05-053, 14.00, 12.00,   14.0,,2,2
MCG+02-05-029, 14.00,  4.00,   14.0,NGC  671,6,3.5
MCG+02-58-040, 12.00, 10.00,   14.0,NGC 7432,3.6,3
MCG+02-32-032,  7.00,  0.00,    0.0,,0,0
MCG+02-32-044, 33.00, 10.00,   13.6,NGC 4402,0,0
MCG+02-01-010,  6.00,  2.00,   15.5,,0,0
MCG+02-01-012,  7.00,  5.00,   15.0,,4,3.5
MCG+02-36-037,  0.00,  0.00,   14.5,NGC 5459,3,2.5
MCG+02-01-011, 10.00,  5.00,   14.0,NGC 7803,0,0
MCG+02-04-001,  4.00,  4.00,   15.5,,2,2
MCG+02-05-012, 20.00, 12.00,   13.0,,10,6
MCG+02-33-004, 50.00, 35.00,   11.8,NGC 4654,25,11
MCG+02-21-001, 14.00,  6.00,   15.1,,0,0
MCG+02-33-043,  9.00,  8.00,   15.3,,6,4
MCG+02-10-002,  8.00,  6.00,   15.0,,1.8,1.8
MCG+02-31-072, 73.00, 17.00,   11.2,NGC 4216,22,6
MCG+02-32-155,110, 30.00,   11.8,NGC 4569,20,10
MCG+02-01-009,  8.00,  4.00,   15.0,,4,2
MCG+02-37-026, 22.00,  8.00,   14.9,,4,2
MCG+02-42-004,  8.00,  6.00,   15.3,,0,0
MCG+02-08-020,  3.00,  3.00,   15.5,,0,0
MCG+02-08-019,  4.00,  2.00,   15.5,,0,0
MCG+02-31-081,  7.00,  7.00,   15.1,,4,4
MCG+02-31-053, 24.00, 10.00,   13.4,NGC 4193,9.5,6
MCG+02-23-012, 12.00,  8.00,   15.1,,2.5,2
MCG+02-59-041, 12.00,  4.50,   14.5,,4,1.6
MCG+02-01-031,  8.00,  3.00,   15.0,,0,0
MCG+02-01-008,  3.00,  1.50,   19.0,,1.5,1
MCG+02-58-039,  5.00,  5.00,   15.0,,4.5,3.6
MCG+02-31-067,  8.00,  8.00,   14.9,IC  771,0,0
MCG+02-59-015, 18.00, 10.00,   14.0,NGC 7563,6,3
MCG+02-32-084, 22.00, 12.00,   12.2,NGC 4461,8,5
MCG+02-06-002,  8.00,  4.00,   15.0,,0,0
MCG+02-05-040, 12.00,  8.00,   14.0,,4,3
MCG+02-59-002,  8.00,  1.50,   15.0,,0,0
MCG+02-30-038, 10.00,  6.00,   15.0,,3,1.5
MCG+02-31-046,  0.00,  0.00,   12.7,NGC 4168,7,6.5
MCG+02-23-014, 12.00,  4.00,   14.2,,7,3
MCG+02-08-011, 12.00,  7.00,   14.0,IC 1852,4,3.5
MCG+02-29-038,  6.00,  4.00,   14.9,IC 2873,3,2
MCG+02-29-026,  8.00,  2.00,   14.9,IC 2804,0,0
MCG+02-60-007, 20.00, 14.00,   13.0,,7,6
MCG+02-06-059, 14.00,  2.00,   15.0,,0,0
MCG+02-23-006,  8.00,  3.00,   15.0,,6,2
MCG+02-58-035,  0.00,  0.00,   15.0,NGC 7413,2.5,2
MCG+02-38-031,  5.00,  4.00,   15.0,,0,0
