name,maj_axis,min_axis,mag,cat_num,in_maj,in_min
MCG+02-26-010,  3.00,  3.00,   14.7,IC  584,0,0
MCG+02-26-006,  0.00,  0.00,   13.2,NGC 3070,6,5
MCG+02-33-054, 18.00, 18.00,   15.0,,4,4
MCG+02-31-036,  0.00,  0.00,   12.7,NGC 4124,8,5
MCG+02-27-033,  7.00,  5.00,   15.1,,3,3
MCG+02-07-010,  6.00,  4.00,   14.5,,0,0
MCG+02-32-071,  8.00,  6.00,   18.0,,0,0
MCG+02-30-014,  6.00,  4.00,   14.9,NGC 3820,0,0
MCG+02-21-015, 10.00, 10.00,   15.1,,2,1.6
MCG+02-08-007,  4.00,  4.00,   16.0,,0,0
MCG+02-36-038,  4.00,  2.50,   16.0,,1,1
MCG+02-27-017,  4.00,  4.00,   17.0,,1.5,1.5
MCG+02-43-007,  6.00,  6.00,   14.5,,4,3
MCG+02-30-043, 10.00,  6.00,   14.6,,4.5,2.5
MCG+02-41-007, 12.00,  8.00,   15.0,,0,0
MCG+02-05-022,  4.00,  3.00,   17.0,,2,1.5
MCG+02-05-019,  0.00,  0.00,   13.0,NGC  665,8,4.5
MCG+02-47-004,  8.00,  4.00,   15.0,,2,1.5
MCG+02-07-017,  6.00,  6.00,   15.5,,1.8,1.8
MCG+02-37-003, 14.00, 14.00,   14.9,,2,1
MCG+02-26-005,  6.00,  2.50,   15.0,IC  580,0,0
MCG+02-39-004, 12.00,  9.00,   14.8,,2,2
MCG+02-40-001,  5.00,  5.00,   15.6,,0,0
MCG+02-08-038,  6.00,  4.00,   14.5,,1.6,1.5
MCG+02-32-040, 13.00, 10.00,   13.7,NGC 4390,0,0
MCG+02-39-005,  8.00,  2.00,   15.3,,0,0
MCG+02-36-041,  8.00,  5.00,   14.8,,3.8,1.8
MCG+02-08-036,  8.00,  6.00,   14.5,,3,2.5
MCG+02-08-037,  2.00,  2.00,   15.0,,0,0
MCG+02-30-034, 10.00,  6.00,   14.8,,4,2.5
MCG+02-35-013, 12.00, 10.00,   15.3,,4,3
MCG+02-26-002,  8.00,  4.00,   14.7,IC  578,5,2
MCG+02-05-036,  4.00,  3.00,   14.5,,0,0
MCG+02-23-001, 14.00,  3.00,   14.9,,8,2
MCG+02-32-173,  0.00,  0.00,   15.3,IC 3647,8,3
MCG+02-29-010,  4.00,  4.00,   15.0,IC 2634,0,0
MCG+02-02-003, 18.00,  4.00,   13.0,NGC   95,10,7
MCG+02-26-001,  5.00,  5.00,   14.4,IC  577,0,0
MCG+02-19-002, 15.00,  8.00,   14.9,,6,3
MCG+02-37-023, 10.00, 10.00,   13.5,NGC 5666,4.5,4
MCG+02-05-039,  6.00,  2.00,   15.0,,0,0
MCG+02-28-045,  0.00,  0.00,   14.0,NGC 3492,4.5,3.6
MCG+02-05-038, 12.00, 12.00,   13.0,IC  162,4,4
MCG+02-32-172,  6.00,  6.00,   14.6,IC 3638,0,0
MCG+02-39-009, 30.00, 10.00,   14.3,,10,2
MCG+02-03-011, 15.00,  4.00,   15.0,,4,2
MCG+02-59-049,  8.00,  4.00,   15.0,,4,4
MCG+02-05-025, 12.00,  8.00,   14.0,IC  156,5,3
MCG+02-32-018,  7.00,  6.00,   15.3,NGC 4320,2.5,0
MCG+02-56-005, 10.00,  6.00,   16.0,,0,0
MCG+02-57-007, 20.00,  8.00,   14.0,NGC 7328,4,3.6
MCG+02-58-008,  4.00,  4.00,   15.5,,2,2
MCG+02-46-005, 10.00,  6.00,   14.8,,4,3
MCG+02-28-042, 10.00, 10.00,   14.8,IC  664,3.6,2
MCG+02-05-035, 10.00, 10.00,   16.0,,4,2
MCG+02-32-108,  1.00,  0.00,   20.0,,0,0
MCG+02-32-109,  1.00,  0.00,   20.0,,0,0
MCG+02-32-186, 15.00,  3.00,   15.6,IC 3686,0,0
MCG+02-29-012,  6.00,  2.00,   15.1,IC 2638,0,0
MCG+02-52-006,  9.00,  8.00,   14.5,,5.5,3.8
MCG+02-28-025,  8.00,  8.00,   14.3,NGC 3438,4,4
MCG+02-05-037,  8.00,  3.00,   14.5,,0,0
MCG+02-36-058,  5.00,  5.00,   15.2,,3,2
MCG+02-03-030,  4.00,  4.00,   16.0,,2,2
MCG+02-22-004, 14.00, 14.00,   14.6,,4,2
MCG+02-31-023, 10.00,  4.00,   13.9,NGC 4078,0,0
MCG+02-03-005,  6.00,  6.00,   15.0,,3,2.5
MCG+02-31-011,  0.00,  0.00,   15.2,,2,2
MCG+02-31-024,  4.00,  4.00,   15.1,NGC 4083,2.5,2.5
MCG+02-30-035,  8.00,  6.00,   14.6,,5,4
MCG+02-32-095,  8.00,  3.00,   15.3,IC 3425,2.5,2
MCG+02-01-016,  6.00,  6.00,   15.0,,2,2
MCG+02-25-054,  0.00,  0.00,   15.0,,2,2
MCG+02-33-040, 13.00, 10.00,   15.1,IC  840,4,3
MCG+02-05-023, 14.00,  2.00,   14.5,IC  154,0,0
MCG+02-23-017, 12.00, 10.00,   14.7,,3,2.5
MCG+02-32-019,  6.00,  4.00,   15.0,NGC 4325,3,2.5
MCG+02-52-023, 10.00, 10.00,   15.0,,3.6,2.5
MCG+02-31-025,  6.00,  2.00,   15.5,IC 2991,2,1
MCG+02-30-042,  6.50,  2.00,   15.0,,0,0
MCG+02-25-017,  8.00,  3.00,   14.5,IC  552,0,0
MCG+02-22-002,  8.00,  8.00,   14.9,,5,5
MCG+02-02-016,  6.00,  4.00,   15.5,,1.8,1.8
MCG+02-54-021,  8.00,  8.00,   14.0,,3,2.5
MCG+02-58-059,  8.00,  5.00,   15.0,,4,1.6
MCG+02-52-011, 20.00,  6.00,   14.5,,4.5,2
MCG+02-31-026,  8.00,  2.50,   15.5,NGC 4082,0,0
MCG+02-35-007,  4.00,  2.00,   15.2,,0,0
MCG+02-52-007,  6.00,  4.00,   16.0,,2.5,2
MCG+02-31-071, 22.00,  4.00,   15.1,IC 3074,16,1.8
MCG+02-35-008,  4.00,  4.00,   14.9,,3,2.5
MCG+02-10-003, 10.00, 10.00,   14.0,IC 2002,4,3
MCG+02-52-010,  4.00,  1.00,   18.0,,0,0
MCG+02-24-007,  6.00,  3.00,   14.9,,0,0
MCG+02-31-009,  0.00,  0.00,   15.7,,1.5,1.5
MCG+02-58-042,  0.00,  0.00,   15.0,,2.5,2.5
MCG+02-01-004, 16.00, 14.00,   13.0,NGC 7794,6.5,5
MCG+02-29-007, 20.00,  8.00,   12.8,NGC 3547,10,4
MCG+02-28-044, 14.00, 12.00,   14.8,,6,6
MCG+02-52-012,  6.00,  6.00,   15.0,,3,3
MCG+02-22-009, 10.00,  5.00,   15.0,,0,0
MCG+02-26-021, 12.00,  4.00,   15.0,,6,2
MCG+02-52-008, 15.00,  3.00,   15.0,,8,2
MCG+02-52-009, 20.00,  6.00,   14.0,,6,1.8
MCG+02-52-024,  6.00,  4.00,   16.5,,1.8,1.5
MCG+02-26-019, 14.00,  4.00,   14.6,,0,0
MCG+02-58-004,  3.00,  3.00,   15.5,NGC 7366,1.8,1.8
MCG+02-06-039,  8.00,  3.00,   15.0,,0,0
MCG+02-30-025, 16.00,  2.00,   15.0,IC  727,0,0
MCG+02-59-009, 12.00, 12.00,   14.0,NGC 7519,3,3
MCG+02-21-013, 10.00,  6.00,   14.9,,5,2.5
MCG+02-59-024, 10.00,  4.00,   15.5,,4,3
MCG+02-32-098, 14.00,  7.00,   14.2,IC 3427,4,2.5
MCG+02-33-003, 13.00,  3.00,   14.7,IC 3704,0,0
MCG+02-01-019, 14.00,  8.00,   14.0,,5,2.5
MCG+02-52-027,  6.00,  2.00,   15.5,,3,2
MCG+02-60-020, 14.00,  6.00,   13.5,,6,3
MCG+02-60-010, 18.00, 18.00,   12.0,NGC 7742,10,9
MCG+02-07-024, 12.00,  3.00,   14.0,NGC 1029,0,0
MCG+02-41-009, 12.00,  6.00,   14.8,IC 1196,4.5,3
MCG+02-30-026,  8.00,  2.00,   15.6,,0,0
MCG+02-30-024, 10.00,  5.00,   13.6,NGC 3839,0,0
MCG+02-32-091,  1.00,  3.00,   15.3,IC 3416,3,2
MCG+02-04-044,  8.00,  8.00,   16.0,,3,1
MCG+02-36-032, 10.00,  6.00,   15.1,,4.5,1.6
MCG+02-36-062,  0.00,  0.00,   13.3,NGC 5532,5,4
MCG+02-06-001,  5.00,  2.50,   15.5,,2,2
MCG+02-01-002, 18.00,  3.00,   14.5,,6,2
MCG+02-25-002, 12.00,  3.00,   14.8,,0,0
MCG+02-03-035,  8.00,  6.00,   14.5,,4,3
MCG+02-03-028,  6.00,  3.00,   15.5,,1.2,1.2
MCG+02-30-032, 20.00,  6.00,   13.5,NGC 3869,0,0
MCG+02-05-058,  8.00,  4.00,   16.0,,1,0.5
MCG+02-07-023,  8.00,  3.00,   14.5,NGC 1028,0,0
MCG+02-23-022,  7.00,  4.00,   14.7,IC  526,4.5,3
MCG+02-31-082, 14.00,  8.00,   14.5,IC 3107,5,3
MCG+02-21-014,  3.00,  2.00,   15.1,,0,0
MCG+02-29-005,  6.00,  6.00,   15.0,,0,0
MCG+02-58-007,  8.00,  6.00,   14.0,NGC 7374,4,3
MCG+02-07-020, 43.00, 16.00,   14.0,NGC 1024,12,5
MCG+02-31-019, 14.00,  9.00,   13.2,NGC 4067,0,0
MCG+02-31-050, 46.00, 16.00,   12.9,NGC 4178,10,1.6
MCG+02-02-001, 14.00,  8.00,   14.0,,0,0
MCG+02-58-006,  3.00,  2.50,   16.0,,0,0
MCG+02-32-060, 16.00,  1.50,   15.0,IC 3371,0,0
MCG+02-01-033, 12.00, 11.00,   14.0,,12,7
MCG+02-58-021,  6.00,  6.00,   16.0,,1.5,1.5
MCG+02-36-061,  0.00,  0.00,   14.7,NGC 5531,2.5,2
MCG+02-20-001, 10.00,  8.00,   15.0,,1.8,1.5
MCG+02-33-009, 12.00, 10.00,   15.6,IC 3727,3,2
MCG+02-01-022, 14.00,  4.00,   15.0,,2,2
MCG+02-33-028,  0.00,  0.00,   13.2,NGC 4733,9,9
MCG+02-25-048,  0.00,  0.00,   15.1,IC  569,2,1.8
MCG+02-28-010, 10.00,  8.00,   14.7,,0,0
MCG+02-06-038,  7.00,  2.50,   15.0,,0,0
MCG+02-27-006,  4.00,  4.00,   15.2,IC  606,0,0
MCG+02-32-165,  2.00,  0.00,   15.5,IC 3625A,0,0
MCG+02-32-166,  0.50,  0.00,   15.5,IC 3625B,0,0
MCG+02-33-023,  0.00,  0.00,   12.4,NGC 4694,15,8
MCG+02-25-027,  5.00,  2.50,   14.7,IC  557,0,0
MCG+02-32-138, 10.00,  2.50,   14.5,IC 3499,0,0
MCG+02-06-034,  0.00,  0.00,   12.0,NGC  821,11,8
MCG+02-59-004,  0.00,  0.00,   14.0,NGC 7500,3,2.5
MCG+02-22-003,  6.00,  2.50,   14.9,,0,0
MCG+02-34-018, 28.00, 14.00,   13.7,NGC 5174/,2,1.5
MCG+02-27-018,  0.00,  0.00,   15.1,IC  613,2.5,2.5
MCG+02-40-002,  7.00,  5.00,   15.0,,3,1.8
MCG+02-32-008,  4.00,  3.00,   15.1,IC 3188,0,0
MCG+02-53-009, 10.00, 10.00,   14.5,,3,3
MCG+02-31-022,  6.00,  3.00,   15.1,IC 2990,0,0
MCG+02-57-009, 14.00,  3.00,   14.0,NGC 7347,0,0
MCG+02-27-019,  0.00,  0.00,   15.3,IC  612,3,2
MCG+02-39-014, 12.00,  4.00,   14.7,,4,2
MCG+02-20-007,  8.00,  6.00,   14.8,,0,0
MCG+02-07-019, 10.00,  2.00,   15.5,,3.5,1.5
MCG+02-25-025,  6.00,  6.00,   14.3,IC  556,2.5,2.5
MCG+02-23-020, 10.00,  6.00,   14.9,NGC 2728,2.5,2
MCG+02-31-049,  6.00,  6.00,   15.6,IC 3040,0,0
MCG+02-07-006, 12.00, 10.00,   14.0,,2,1.5
MCG+02-32-142,  0.00,  0.00,   15.2,IC 3510,3,3
MCG+02-27-020, 12.00,  3.00,   15.1,IC  615,4,2
MCG+02-28-047, 10.00,  8.00,   12.9,NGC 3506,0,0
MCG+02-23-018,  7.00,  6.00,   14.1,NGC 2725,0,0
MCG+02-08-042,  6.00,  2.50,   15.5,,0,0
MCG+02-28-008, 25.00, 10.00,   14.0,,10,4
MCG+02-06-016, 18.00, 14.00,   14.0,IC  193,5,4
MCG+02-32-061, 43.00, 17.00,   11.4,NGC 4429,12,8
MCG+02-32-153,  7.00,  1.50,   15.1,IC 3578,0,0
MCG+02-58-005,  9.00,  8.00,   14.0,NGC 7372,6,3
MCG+02-08-041,  2.50,  2.00,   15.0,,0,0
MCG+02-29-015,  6.00,  6.00,   15.0,IC 2649,2,2
MCG+02-53-010,  6.00,  6.00,   15.0,,1,1
MCG+02-45-001,  0.00,  0.00,   14.8,,2.5,2
MCG+02-04-054, 12.00,  7.00,   15.0,,1.6,1
MCG+02-04-053, 10.00,  4.00,   14.5,IC  569,4,2.5
MCG+02-29-029,  8.00,  6.00,   14.8,IC 2846,4,2
MCG+02-37-007,  5.00,  4.00,   15.5,,3,2
MCG+02-26-004,  6.00,  6.00,   15.0,,3,2
MCG+02-58-011,  8.00,  8.00,   15.5,,2,1
MCG+02-08-040, 16.00, 14.00,   14.0,,4,2
MCG+02-07-015,  6.00,  3.00,   15.5,,0,0
MCG+02-07-014,  3.00,  1.50,   15.5,IC 1817,0,0
MCG+02-23-016,  0.00,  0.00,   14.2,NGC 2720,3.8,3.8
MCG+02-32-118, 24.00, 12.00,   12.4,NGC 4503,8,5
MCG+02-26-016,  6.00,  6.00,   15.0,,2,2
MCG+02-32-175,  0.00,  0.00,   15.1,IC 3652,2.5,0
MCG+02-58-009,  6.00,  4.00,   15.0,,0,0
MCG+02-36-064, 12.00,  6.00,   14.8,IC  994,3.6,2.5
MCG+02-27-027, 30.00,  3.00,   14.1,IC  622,0,0
MCG+02-33-006,  0.00,  0.00,   12.1,NGC 4660,10,8
MCG+02-37-015, 12.00,  6.00,   15.2,,4.5,2
MCG+02-38-035,  3.00,  2.00,   15.2,,0,0
MCG+02-38-034,  5.00,  4.00,   15.2,,3,2
MCG+02-38-001, 10.00,  6.00,   14.9,NGC 5736,4,3
MCG+02-27-034, 10.00,  7.00,   15.5,,1.5,1.5
MCG+02-34-026,  6.00,  4.00,   14.9,NGC 5191,3,2
MCG+02-32-193,  5.00,  5.00,   15.4,IC 3698,4,4
MCG+02-32-192,  7.00,  4.00,   15.3,IC 3694,5,3.5
MCG+02-58-028,  8.00,  6.00,   15.0,,3.8,2.5
MCG+02-42-007,  8.00,  2.50,   15.1,,0,0
MCG+02-25-028,  8.00,  8.00,   15.0,,4,3
MCG+02-36-063,  2.50,  1.50,   15.4,IC  993,0,0
MCG+02-32-023, 12.00,  5.00,   14.0,NGC 4352,4,2.5
MCG+02-18-007, 12.00, 12.00,   15.0,,2,2
MCG+02-33-033, 90.00, 15.00,   11.1,NGC 4762,40,10
MCG+02-32-152, 35.00, 15.00,   12.5,NGC 4568,10,6
MCG+02-38-015,  3.00,  2.00,   15.3,,0,0
MCG+02-25-052,  6.00,  2.00,   15.0,,3.6,1.6
MCG+02-36-047, 10.00,  4.00,   14.9,,0,0
MCG+02-32-122,  6.00,  6.00,   15.0,IC 3470,3,3
MCG+02-32-151, 28.00, 15.00,   12.5,NGC 4567,10,8
MCG+02-54-004, 16.00, 12.00,   13.0,,5,3.8
MCG+02-04-033,  0.00,  0.00,   15.0,NGC  511,3,3
MCG+02-58-013, 12.00,  8.00,   14.0,,2.5,2
MCG+02-05-032,  8.00,  6.00,   14.5,,4,2
MCG+02-41-023, 12.00,  6.00,   14.8,IC 1206,4.5,2
MCG+02-59-030,  6.00,  6.00,   15.0,IC 1483,4,4
MCG+02-33-030, 45.00, 30.00,   11.6,NGC 4754,12,10
MCG+02-59-020, 10.00,  6.00,   14.0,NGC 7593:,6,4.5
MCG+02-25-010, 10.00,  4.00,   15.0,,4,1.8
MCG+02-32-140,  0.00,  0.00,   12.9,NGC 4528,6,4
MCG+02-37-009,  0.00,  0.00,   14.9,,4,2.5
MCG+02-60-024, 10.00,  3.00,   14.0,,0,0
MCG+02-32-129,  4.00,  3.00,   15.4,IC 3483,0,0
MCG+02-29-025, 45.00, 12.00,   12.5,NGC 3666,14,4
MCG+02-37-008,  8.00,  8.00,   15.0,,5,2
MCG+02-28-003, 14.00, 10.00,   14.9,,4,3
MCG+02-52-014, 16.00,  4.00,   14.0,,0,0
MCG+02-03-004, 10.00, 10.00,   15.0,,1.2,1.2
MCG+02-59-032,  0.00,  0.00,   15.5,IC 1484,2.5,2.5
MCG+02-04-019, 24.00, 14.00,   13.0,,6,4
MCG+02-55-001,  6.00,  4.00,   16.0,,3.6,2.5
MCG+02-32-020, 40.00,  5.00,   14.0,NGC 4330,0,0
MCG+02-37-014,  6.50,  6.00,   15.3,,2,1.5
MCG+02-36-026, 10.00,  6.00,   15.1,,0,0
MCG+02-37-013, 14.00, 10.00,   14.7,NGC 5627,0,0
MCG+02-27-001,  6.00,  4.00,   15.7,,0,0
MCG+02-05-028, 15.00, 10.00,   15.0,,3,2.5
MCG+02-52-013,  6.00,  6.00,   17.0,,0,0
MCG+02-32-128,  1.50,  0.00,   17.0,,0,0
MCG+02-59-027, 12.00,  4.00,   14.5,NGC 7630,5,3
MCG+02-34-016,  6.00,  4.00,   14.6,NGC 5165,2.5,2
MCG+02-32-178,  5.00,  4.00,   14.7,IC 3653,0,0
MCG+02-26-009, 14.00,  8.00,   14.9,,3.6,2
MCG+02-36-027, 12.00,  6.00,   15.1,,0,0
MCG+02-36-033,  6.00,  6.00,   14.8,,2.5,2
MCG+02-28-050, 16.00,  4.00,   13.4,NGC 3524,8,3.6
MCG+02-56-019,  3.00,  1.00,   17.0,,0,0
MCG+02-58-024,  4.00,  3.00,   15.5,,1.5,1
MCG+02-53-012, 20.00, 16.00,   12.0,NGC 7015,6.5,6
MCG+02-31-004,  5.00,  3.00,    0.0,,2.5,2
MCG+02-31-005,  0.00,  0.00,   15.7,,1.5,1.5
MCG+02-25-018, 24.00,  2.00,   15.1,,0,0
MCG+02-54-011,  9.00,  6.00,   14.0,,5,3
MCG+02-32-092, 12.00,  7.00,   17.0,IC 3418,0,0
MCG+02-32-127,  5.00,  3.50,   14.8,IC 3481,3,3
MCG+02-37-011, 10.00,  6.00,   14.9,,3.8,2.5
MCG+02-56-020,  4.00,  2.50,   16.0,,2,1.8
MCG+02-28-040,  6.00,  2.00,   15.0,,0,0
MCG+02-06-022,  8.00,  4.00,   14.5,,3,1.8
MCG+02-24-008,  0.00,  0.00,   13.0,NGC 2872,5,4
MCG+02-24-010, 20.00,  6.00,   13.5,NGC 2874/,6,3.5
MCG+02-32-088,  0.00,  0.00,   15.2,IC 3413,2.5,0
MCG+02-59-048,  0.00,  0.00,   14.0,NGC 7683,5,4
MCG+02-32-150,  0.00,  0.00,   12.2,NGC 4564,10,4.5
MCG+02-04-047,  6.00,  4.00,   14.5,IC  112,0,0
MCG+02-32-187, 22.00, 15.00,   12.2,NGC 4637,11,6
MCG+02-32-188,  9.00,  3.00,   16.0,NGC 4638,0,0
MCG+02-01-030, 18.00, 12.00,   13.0,NGC   63,12,8
MCG+02-24-009,  6.00,  2.00,   15.3,NGC 2873,0,0
MCG+02-07-007, 18.00,  4.00,   14.5,,3,1
MCG+02-26-017,  6.00,  6.00,   14.9,,3,2.5
MCG+02-34-002, 14.00, 12.00,   14.4,,2,1.5
MCG+02-44-001,  7.00,  6.00,   15.0,,2.5,2
MCG+02-25-019,  6.00,  6.00,   15.0,,3.5,3
MCG+02-30-010, 40.00, 26.00,   11.4,NGC 3810,15,10
MCG+02-15-001,  6.00,  4.00,   17.0,,0.6,0.6
MCG+02-04-013,  4.00,  4.00,   16.0,,2,2
MCG+02-54-005, 10.00,  8.00,   15.0,,4,2
MCG+02-25-014,  6.00,  4.00,   14.7,,0,0
MCG+02-38-005,  4.00,  3.00,   14.9,,0,0
MCG+02-52-022, 22.00, 18.00,   13.5,,6,3.8
MCG+02-32-107, 14.00,  6.00,   13.7,NGC 4491,4,3
MCG+02-54-016, 10.00,  5.00,   13.0,,0,0
MCG+02-32-180,  7.00,  4.00,   15.3,IC 3665,0,0
MCG+02-04-034, 12.00, 12.00,   15.5,,1.8,1.5
MCG+02-60-022,  0.00,  0.00,   13.0,NGC 7774,6,3.8
MCG+02-56-016, 12.00, 12.00,   15.0,,2,2
MCG+02-05-033, 22.00, 18.00,   12.0,NGC  673,8,8
MCG+02-32-010, 15.00, 12.00,   12.8,NGC 4299,7,6
MCG+02-32-009, 30.00, 10.00,   12.6,NGC 4294,15,5
MCG+02-25-013, 12.00,  1.50,   15.0,,0,0
MCG+02-60-009,  7.00,  5.00,   14.5,,2,1.5
MCG+02-58-020,  8.00,  6.00,   15.5,NGC 7390,2.5,1.8
MCG+02-03-007,  8.00,  3.00,   15.0,,0,0
MCG+02-44-004, 36.00, 10.00,   13.7,NGC 6368,10,4
MCG+02-06-004,  6.00,  4.00,   15.5,,3.8,1.7
MCG+02-56-018,  4.00,  4.00,   15.5,,2,1.8
MCG+02-58-012,  6.00,  4.00,   15.5,,2.5,2
MCG+02-58-014,  0.00,  0.00,   15.0,NGC 7383,4,2.5
MCG+02-58-019, 10.00,  8.00,   15.0,NGC 7389,4,2.5
MCG+02-58-030,  6.00,  6.00,   15.5,,2,2
MCG+02-58-064,  6.00,  6.00,   15.0,,2,1
MCG+02-25-016, 12.00,  2.00,   14.9,,0,0
MCG+02-23-013,  6.00,  3.00,   15.6,,2,2
MCG+02-37-010, 12.00, 10.00,   14.9,,5,2
MCG+02-02-010,  8.00,  3.00,   15.0,,0,0
MCG+02-33-002,  0.00,  0.00,   10.3,NGC 4649,30,20
MCG+02-52-029,  6.00,  4.00,   16.0,,4,2
MCG+02-55-017, 12.00,  1.50,   15.5,,4,1
MCG+02-42-005, 12.00,  2.50,   15.0,,7.6,2
MCG+02-38-007,  4.00,  3.00,   15.0,,0,0
MCG+02-02-013,  6.00,  4.00,   15.0,,0,0
MCG+02-02-011, 30.00,  4.00,   13.0,,0,0
MCG+02-60-015,  8.00,  6.00,   15.5,,2,1.5
MCG+02-03-018,  4.00,  3.00,   15.0,,0,0
MCG+02-38-010,  8.00,  8.00,   14.7,,4,3.5
MCG+02-38-009, 11.00,  6.00,   14.7,,7,3
MCG+02-33-001, 30.00, 25.00,   12.5,NGC 4647,15,11
MCG+02-37-022, 16.00, 10.00,   14.3,,8,4
MCG+02-58-010, 10.00, 10.00,   15.0,,2,2
MCG+02-58-017,  0.00,  0.00,   13.0,NGC 7385,4.5,4
MCG+02-20-002, 10.00,  6.00,   14.3,NGC 2416,6,4.5
MCG+02-58-023,  2.50,  2.00,   17.0,,0,0
MCG+02-07-018,  0.00,  0.00,   13.5,NGC  990,3.5,3.5
MCG+02-32-113, 18.00,  7.00,   13.8,NGC 4497,5,3
MCG+02-38-008,  4.00,  3.50,   15.0,,0,0
MCG+02-34-022,  6.00,  4.00,   15.0,NGC 5178,0,0
MCG+02-07-004,  6.00,  4.00,   14.5,IC  222,3,3
MCG+02-58-022,  6.00,  4.00,   15.0,NGC 7387,3,2
MCG+02-34-001, 12.00,  6.00,   14.6,NGC 4992,0,0
MCG+02-32-183,  0.00,  0.00,   11.0,NGC 4621,14,10
MCG+02-36-030,  7.00,  7.00,   14.6,,0,0
MCG+02-60-008, 10.00,  6.00,   14.5,,4,3
MCG+02-58-031, 12.00,  8.00,   14.0,,3.6,2
MCG+02-54-007, 10.00,  8.00,   14.0,,4,2
MCG+02-32-057,  8.00,  8.00,   15.0,IC 3358,2,2
MCG+02-26-013, 10.00,  8.00,   14.6,,3,2.5
MCG+02-38-029,  7.00,  4.00,   15.0,,4,2
MCG+02-58-018,  0.00,  0.00,   13.0,NGC 7386,4,3.6
MCG+02-46-006, 14.00, 12.00,   14.7,IC 4688,2,1.5
MCG+02-25-008,  0.00,  0.00,   14.5,,2,2
MCG+02-60-012,  0.00,  0.00,   15.0,,2.5,2
MCG+02-60-013, 10.00,  8.00,   14.5,,4,3
MCG+02-05-048,  8.00,  2.00,   16.0,,0,0
MCG+02-38-021,  8.00,  2.50,   15.1,NGC 5782,3,2.5
MCG+02-05-047, 10.00, 10.00,   14.0,NGC  683,4,4
MCG+02-28-001, 70.00, 40.00,   11.2,NGC 3351,48,44
MCG+02-20-003,  8.00,  4.00,   15.0,,6,2.5
MCG+02-05-007, 14.00,  4.00,   15.0,,0,0
MCG+02-32-033, 25.00, 16.00,   12.1,NGC 4371,12,10
MCG+02-57-003,  0.00,  0.00,   15.0,NGC 7305,2.5,2
MCG+02-04-031,  6.00,  6.00,   15.0,,4,1.5
MCG+02-58-034, 10.00,  3.00,   15.0,,3,1
MCG+02-02-018,  8.00,  2.50,   14.5,,0,0
MCG+02-21-006,  6.00,  3.00,   15.1,,0,0
MCG+02-27-011, 17.00,  2.00,   14.8,,0,0
MCG+02-08-032, 14.00,  2.00,   15.0,,0,0
MCG+02-31-085,  6.00,  3.00,   15.2,IC 3128A,0,0
MCG+02-31-086,  4.00,  1.50,   16.0,IC 3128B,0,0
MCG+02-34-020,  0.00,  0.00,   14.7,NGC 5171,2.5,2
MCG+02-32-184,  0.00,  0.00,   15.1,IC 3672,3,0
MCG+02-40-003, 16.00, 16.00,   13.3,NGC 5956,6.5,6
MCG+02-32-080, 15.00,  3.00,   13.1,NGC 4452,0,0
MCG+02-59-031, 12.00,  2.50,   15.0,,4.5,1.6
MCG+02-34-023,  6.00,  4.00,   14.9,NGC 5179,2.8,2
MCG+02-08-047, 10.00,  4.00,   15.0,NGC 1168,3.8,2
MCG+02-58-032, 14.00,  2.50,   14.5,,1,1
MCG+02-57-008, 18.00,  5.00,   14.0,,3,2
MCG+02-56-015, 16.00,  8.00,   15.0,IC 5177,4.5,2.5
MCG+02-42-002, 14.00,  4.00,   14.8,NGC 6132,8,2.5
MCG+02-57-002,  0.00,  0.00,   16.0,,4,1.6
MCG+02-32-074,  7.00,  5.00,   15.1,IC 3381,4,3
MCG+02-32-121, 10.00,  1.50,   15.4,,0,0
MCG+02-34-021,  0.00,  0.00,   15.4,NGC 5176,2,2
MCG+02-05-049,  5.00,  5.00,   14.5,,0,0
MCG+02-06-051,  8.00,  5.00,   15.5,,1.8,1.5
MCG+02-03-021,  8.00,  4.00,   14.5,,0,0
MCG+02-32-016, 35.00,  7.00,   13.2,NGC 4313,0,0
MCG+02-32-043,  0.00,  0.00,   15.2,IC 3331,2,1.5
MCG+02-34-019,  6.00,  1.50,   15.4,NGC 5177,0,0
MCG+02-32-160, 50.00, 40.00,   11.5,NGC 4579,14,10
MCG+02-60-019,  8.00,  8.00,   14.5,,5,4
MCG+02-36-044, 12.00,  6.00,   14.9,,4,2
MCG+02-08-031,  6.00,  6.00,   15.0,,3,2.5
MCG+02-28-006, 75.00, 50.00,   10.0,NGC 3368,30,20
MCG+02-03-010,  6.00,  6.00,   15.0,IC   57,2.5,2
MCG+02-32-117,  5.00,  4.00,   15.3,IC 3466,2.5,1.5
MCG+02-32-036,  9.00,  3.00,   15.4,IC 3305,0,0
MCG+02-08-046, 12.00, 10.00,   14.0,NGC 1166,3,2.5
MCG+02-31-084,  6.00,  4.00,   15.7,IC 3127,0,0
MCG+02-56-007,  6.00,  4.00,   15.0,,2,2
MCG+02-01-020,  6.00,  6.00,   15.5,,0,0
MCG+02-38-022,  5.00,  5.00,   14.9,,1.5,1.5
MCG+02-38-023,  8.00,  8.00,   15.3,,5,4
MCG+02-26-033,  4.00,  4.00,   14.9,,0,0
MCG+02-58-051,  6.00,  6.00,   16.0,,2,1
MCG+02-42-003, 10.00,  8.00,   15.7,,3,1
MCG+02-39-015,  9.00,  5.00,   15.4,,0,0
MCG+02-57-001, 10.00, 10.00,   14.0,,4,2
