Results from heasarc_mcg: Morphological Galaxy Catalog,,,,,
Coordinate system: Equatorial,,,,,
|name          |maj_axis|min_axis|mag    |cat_num  |in_maj|in_min|,,,,,0
|MCG-05-01-031 |  4.00  |  2.00  |   16.0|         |0     |0     |,,,,,
|MCG-05-48-014 |  8.00  |  4.00  |   15.0|         |3     |1     |,,,,,
|MCG-05-39-001 |  4.00  |  4.00  |   16.0|         |0.8   |0.8   |,,,,,
|MCG-05-13-007 |  4.00  |  1.00  |   16.0|         |1.5   |1     |,,,,,
|MCG-05-25-018 |  8.00  |  4.00  |   15.0|         |0     |0     |,,,,,
|MCG-05-52-025 |  8.00  |  3.00  |   15.0|         |4     |2     |,,,,,
|MCG-05-53-031 |  8.00  |  3.00  |   15.0|         |1.5   |1.5   |,,,,,
|MCG-05-08-005 |  6.00  |  5.00  |   15.0|         |3     |3     |,,,,,
|MCG-05-05-006 |  8.00  |  4.00  |   15.0|         |0     |0     |,,,,,
|MCG-05-25-021 |  9.00  |  2.00  |   15.0|         |2.5   |2     |,,,,,
|MCG-05-51-005 |  6.00  |  4.00  |   15.0|         |0     |0     |,,,,,
|MCG-05-55-002 |  6.00  |  6.00  |   15.0|         |3     |3     |,,,,,
|MCG-05-52-024 |  8.00  |  4.00  |   15.0|         |2     |1.7   |,,,,,
|MCG-05-56-005 |  6.00  |  2.00  |   15.0|IC 5349  |0     |0     |,,,,,
|MCG-05-27-001 |  6.00  |  4.00  |   15.0|         |0     |0     |,,,,,
|MCG-05-01-024 | 12.00  |  4.00  |   15.0|         |1     |0.7   |,,,,,
|MCG-05-32-072 |  5.00  |  3.00  |   15.0|         |0     |0     |,,,,,
|MCG-05-23-001 |  0.00  |  0.00  |   13.0|NGC 2888 |4     |3     |,,,,,
|MCG-05-31-038 |  8.00  |  8.00  |   16.0|         |0     |0     |,,,,,
|MCG-05-52-019 | 10.00  |  4.00  |   15.0|         |0     |0     |,,,,,
|MCG-05-52-023 | 10.00  |  4.00  |   15.0|         |2     |2     |,,,,,
|MCG-05-55-034 |  8.00  |  4.00  |   15.0|         |3     |2     |,,,,,
|MCG-05-16-011 | 10.00  |  8.00  |   15.0|         |3     |2     |,,,,,
|MCG-05-32-044 | 12.00  | 10.00  |   15.0|IC 4290  |2     |1.5   |,,,,,
|MCG-05-52-045 |  6.00  |  6.00  |   15.0|         |0     |0     |,,,,,
|MCG-05-32-032 |  0.00  |  0.00  |   15.0|IC 4261  |2     |1.5   |,,,,,
|MCG-05-02-005 | 14.00  |  3.00  |   16.0|         |2     |1.5   |,,,,,
|MCG-05-56-009 |  2.50  |  2.50  |   15.0|IC 5350  |0     |0     |,,,,,
|MCG-05-34-018 |  8.00  |  4.00  |   15.0|         |0     |0     |,,,,,
|MCG-05-52-057 | 10.00  |  4.00  |   14.0|         |4     |2     |,,,,,
|MCG-05-07-002 |  6.00  |  3.00  |   15.0|         |0     |0     |,,,,,
|MCG-05-32-027 |  2.00  |  2.00  |   15.0|         |0     |0     |,,,,,
|MCG-05-55-013 |  8.00  |  6.00  |   15.0|         |1     |1     |,,,,,
|MCG-05-49-007 | 14.00  |  5.00  |   15.0|         |3     |2.5   |,,,,,
|MCG-05-07-018 |  8.00  |  4.00  |   15.0|         |0     |0     |,,,,,
|MCG-05-56-024 |  6.00  |  2.00  |   16.0|         |4     |2     |,,,,,
|MCG-05-05-005 |  6.00  |  6.00  |   16.0|         |1     |1     |,,,,,
|MCG-05-03-006 |  8.00  |  3.00  |   15.0|         |2     |2     |,,,,,
|MCG-05-56-019 | 12.00  |  2.00  |   15.0|         |3     |2     |,,,,,
|MCG-05-25-037 |  6.00  |  2.00  |   15.0|         |2     |2     |,,,,,
|MCG-05-29-008 | 28.00  |  7.00  |   13.0|IC 2995  |10    |4     |,,,,,
|MCG-05-16-001 |  8.00  |  4.00  |   15.0|         |3     |2     |,,,,,
|MCG-05-32-020 |  4.00  |  2.00  |   14.0|IC 4249  |0     |0     |,,,,,
|MCG-05-56-025 |  4.00  |  4.00  |   15.0|         |2.5   |2.5   |,,,,,
|MCG-05-52-042 |  8.00  |  6.00  |   14.0|         |2     |1.5   |,,,,,
|MCG-05-33-026 |  4.00  |  4.00  |   15.0|         |1.5   |1.5   |,,,,,
|MCG-05-20-001 | 10.00  |  4.00  |   16.0|         |1.5   |1.5   |,,,,,
|MCG-05-28-006 | 10.00  |  4.00  |   13.0|NGC 3885 |0     |0     |,,,,,
|MCG-05-25-012 |  3.00  |  1.50  |   18.0|         |0     |0     |,,,,,
|MCG-05-07-019 |  4.00  |  2.00  |   16.0|         |0     |0     |,,,,,
|MCG-05-32-033 | 10.00  |  4.00  |   15.0|IC 4264  |2     |2     |,,,,,
|MCG-05-27-007 | 10.00  |  2.00  |   15.0|         |2     |1     |,,,,,
|MCG-05-52-047 |  8.00  |  2.00  |   15.0|         |4     |1.5   |,,,,,
|MCG-04-32-002 |  5.00  |  5.00  |   14.0|         |2     |2     |,,,,,
|MCG-05-25-032 |  6.00  |  5.00  |   15.0|         |0     |0     |,,,,,
|MCG-05-25-022 |  6.00  |  4.00  |   15.0|         |2.5   |2.5   |,,,,,
|MCG-05-25-024 |  7.00  |  3.00  |   15.0|         |3     |2     |,,,,,
|MCG-05-52-033 | 11.00  |  3.00  |   15.0|IC 5168  |0     |0     |,,,,,
|MCG-05-54-001 |  8.00  |  3.00  |   15.0|         |3     |2     |,,,,,
|MCG-05-09-022 | 15.00  | 10.00  |   14.0|         |5     |4     |,,,,,
|MCG-05-52-046 |  2.50  |  1.50  |   15.0|         |0     |0     |,,,,,
|MCG-05-49-015 |  8.00  |  6.00  |   15.0|         |2     |2     |,,,,,
|MCG-05-29-028 |  8.00  |  7.00  |   16.0|         |1     |1     |,,,,,
|MCG-05-32-022 | 10.00  |  6.00  |   15.0|IC 4253  |1     |1     |,,,,,
|MCG-05-52-018 | 12.00  | 10.00  |   15.0|         |3     |2     |,,,,,
|MCG-05-15-004 | 17.00  | 13.00  |   14.0|IC 2158  |6     |4     |,,,,,
|MCG-05-52-034 | 15.00  | 12.00  |   12.0|NGC 7214 |5     |5     |,,,,,
|MCG-05-24-027 | 18.00  |  3.00  |   15.0|         |0     |0     |,,,,,
|MCG-05-27-005 | 18.00  | 10.00  |   15.0|         |0     |0     |,,,,,
|MCG-05-52-035 |  3.00  |  2.00  |   15.0|         |0     |0     |,,,,,
|MCG-05-25-013 |  4.00  |  2.50  |   17.0|         |0     |0     |,,,,,
|MCG-05-12-012 |  8.00  |  6.00  |   15.0|         |1     |1     |,,,,,
|MCG-05-02-026 | 10.00  |  1.00  |   15.0|         |0     |0     |,,,,,
|MCG-05-05-025 |  6.00  |  5.00  |   15.0|IC 1763  |2     |1.5   |,,,,,
|MCG-05-52-036 |  8.00  |  8.00  |   14.0|         |4     |3     |,,,,,
|MCG-05-06-013 |  6.00  |  2.00  |   16.0|         |0     |0     |,,,,,
|MCG-05-10-011 |  6.00  |  3.00  |   16.0|         |0     |0     |,,,,,
